name,party,party_id,startDate,endDate
שלום שמחון,,,2009-03-31T00:00:00,2011-01-19T00:00:00
שאול מופז,,,2012-05-09T00:00:00,2012-07-19T00:00:00
גלעד ארדן,,,2013-03-18T00:00:00,2014-06-30T00:00:00
סופה לנדבר,,,2013-10-06T00:00:00,2015-03-31T00:00:00
סילבן שלום,,,2013-08-25T00:00:00,2015-03-31T00:00:00
ציפי לבני,,,2001-08-29T00:00:00,2002-12-15T00:00:00
זאב בוים,,,2006-05-04T00:00:00,2007-07-04T00:00:00
רוני בר-און,,,2006-05-04T00:00:00,2007-07-04T00:00:00
יצחק לוי,,,2002-04-08T00:00:00,2002-09-18T00:00:00
משולם נהרי,,,2006-09-27T00:00:00,2009-02-24T00:00:00
גולדה מאיר,,,1949-03-10T00:00:00,1950-11-01T00:00:00
גולדה מאיר,,,1974-03-10T00:00:00,1974-06-03T00:00:00
יובל נאמן,,,1982-07-26T00:00:00,1983-10-10T00:00:00
פרץ נפתלי,,,1952-06-25T00:00:00,1952-12-24T00:00:00
פרץ נפתלי,,,1954-01-26T00:00:00,1955-06-29T00:00:00
אפרים סנה,,,2006-10-30T00:00:00,2007-06-18T00:00:00
אהוד ברק,,,2007-06-18T00:00:00,2009-02-24T00:00:00
יעקב בן-יזרי,,,2009-02-24T00:00:00,2009-03-31T00:00:00
רפי איתן,,,2009-02-24T00:00:00,2009-03-31T00:00:00
דניאל פרידמן,,,2009-02-24T00:00:00,2009-03-31T00:00:00
ראלב מג'אדלה,,,2009-02-24T00:00:00,2009-03-31T00:00:00
אהוד אולמרט,,,2009-02-24T00:00:00,2009-03-31T00:00:00
אורית נוקד,,,2011-01-19T00:00:00,2013-02-05T00:00:00
מתן וילנאי,,,2011-01-19T00:00:00,2012-08-15T00:00:00
אהוד ברק,,,2009-03-31T00:00:00,2013-02-05T00:00:00
סילבן שלום,,,2013-02-05T00:00:00,2013-03-18T00:00:00
סילבן שלום,,,2013-02-05T00:00:00,2013-03-18T00:00:00
בנימין נתניהו,,,2013-02-05T00:00:00,2013-03-18T00:00:00
משה יעלון,,,2013-02-05T00:00:00,2013-03-18T00:00:00
משה יעלון,,,2013-02-05T00:00:00,2013-03-18T00:00:00
צחי הנגבי,,,2014-06-02T00:00:00,2015-03-31T00:00:00
יעקב נאמן,,,1996-06-18T00:00:00,1996-08-10T00:00:00
יעקב נאמן,,,1997-07-09T00:00:00,1998-12-18T00:00:00
פנחס ספיר,,,1958-01-07T00:00:00,1959-11-30T00:00:00
פנחס ספיר,,,1964-12-22T00:00:00,1965-05-25T00:00:00
פנחס ספיר,,,1974-03-10T00:00:00,1974-06-03T00:00:00
שמעון פרס,,,1970-09-01T00:00:00,1971-01-03T00:00:00
שמעון פרס,,,1974-04-01T00:00:00,1974-06-03T00:00:00
מאיר פרוש,,,2009-04-06T00:00:00,2011-02-05T00:00:00
יולי יואל אדלשטיין,,,2009-05-06T00:00:00,2013-02-05T00:00:00
אהוד ברק,,,2013-02-05T00:00:00,2013-03-18T00:00:00
דוד לוי,,,1999-07-12T00:00:00,2000-08-04T00:00:00
שאול מופז,,,2006-05-04T00:00:00,2009-02-24T00:00:00
ציפי לבני,,,2006-05-04T00:00:00,2009-02-24T00:00:00
יעקב אדרי,,,2006-05-04T00:00:00,2007-07-04T00:00:00
שמעון פרס,,,2006-05-04T00:00:00,2006-05-07T00:00:00
עמיר פרץ,,,2006-05-04T00:00:00,2007-06-18T00:00:00
יולי תמיר,,,2006-05-07T00:00:00,2009-02-24T00:00:00
בנימין בן-אליעזר,,,2006-05-04T00:00:00,2009-02-24T00:00:00
אליהו ישי,,,2006-05-04T00:00:00,2009-02-24T00:00:00
אריאל אטיאס,,,2006-05-04T00:00:00,2009-02-24T00:00:00
רפי איתן,,,2006-05-04T00:00:00,2007-07-25T00:00:00
זאב שרף,,,1969-12-15T00:00:00,1974-01-21T00:00:00
רוחמה אברהם-בלילא,,,2007-07-04T00:00:00,2009-02-24T00:00:00
מתן וילנאי,,,2007-07-02T00:00:00,2009-02-24T00:00:00
אלי אפללו,,,2008-07-14T00:00:00,2009-02-24T00:00:00
רוחמה אברהם-בלילא,,,2008-07-14T00:00:00,2009-02-24T00:00:00
מגלי והבה,,,2009-02-24T00:00:00,2009-03-31T00:00:00
מיכאל איתן,,,2013-02-05T00:00:00,2013-03-18T00:00:00
יצחק כהן,,,2013-02-05T00:00:00,2013-03-18T00:00:00
גילה גמליאל,,,2013-02-05T00:00:00,2013-03-18T00:00:00
אורי אריאל,,,2013-03-18T00:00:00,2014-11-06T00:00:00
אביגדור ליברמן,,,2013-11-11T00:00:00,2015-03-31T00:00:00
בנימין בן-אליעזר,,,2001-03-07T00:00:00,2002-11-02T00:00:00
דליה איציק,,,2001-03-07T00:00:00,2002-11-02T00:00:00
רענן כהן,,,2001-03-07T00:00:00,2002-08-21T00:00:00
אפרים סנה,,,2001-03-07T00:00:00,2002-11-02T00:00:00
שמעון פרס,,,2001-03-07T00:00:00,2002-11-02T00:00:00
שלום שמחון,,,2001-03-07T00:00:00,2002-11-02T00:00:00
אלי בן-מנחם,,,2001-03-26T00:00:00,2002-11-02T00:00:00
אברהם יחזקאל,,,2001-03-26T00:00:00,2002-05-01T00:00:00
מיכאל מלכיאור,,,2001-03-26T00:00:00,2002-11-02T00:00:00
שלמה בניזרי,,,2001-03-07T00:00:00,2002-05-23T00:00:00
נסים דהן,,,2001-03-07T00:00:00,2002-05-23T00:00:00
אליהו ישי,,,2001-03-07T00:00:00,2002-05-23T00:00:00
דוד אזולאי,,,2001-05-02T00:00:00,2002-05-23T00:00:00
יצחק וקנין,,,2001-05-02T00:00:00,2002-05-20T00:00:00
יצחק כהן,,,2001-05-02T00:00:00,2002-05-20T00:00:00
משולם נהרי,,,2001-03-13T00:00:00,2002-05-20T00:00:00
ציפי לבני,,,2001-03-07T00:00:00,2001-08-29T00:00:00
מאיר שטרית,,,2001-03-07T00:00:00,2003-02-17T00:00:00
סילבן שלום,,,2001-03-07T00:00:00,2003-02-17T00:00:00
אריאל שרון,,,2001-03-07T00:00:00,2003-02-17T00:00:00
נעמי בלומנטל,,,2001-03-13T00:00:00,2002-03-14T00:00:00
אביגדור ליברמן,,,2001-03-07T00:00:00,2002-03-14T00:00:00
אברהם רביץ,,,2001-04-16T00:00:00,2002-05-20T00:00:00
דליה רבין-פילוסוף,,,2001-03-26T00:00:00,2002-08-01T00:00:00
שמואל אביטל,,,2001-03-07T00:00:00,2002-02-21T00:00:00
אשר אוחנה,,,2001-03-07T00:00:00,2003-02-17T00:00:00
מתן וילנאי,,,2001-03-07T00:00:00,2002-11-02T00:00:00
יורי שטרן,,,2001-03-14T00:00:00,2002-03-14T00:00:00
רחבעם זאבי,,,2001-03-07T00:00:00,2001-10-17T00:00:00
מאיר פרוש,,,2001-06-04T00:00:00,2002-05-20T00:00:00
רוני מילוא,,,2001-08-29T00:00:00,2003-02-17T00:00:00
בנימין אלון,,,2001-10-31T00:00:00,2002-03-14T00:00:00
סאלח טריף,,,2001-03-07T00:00:00,2002-01-29T00:00:00
דוד לוי,,,2002-04-08T00:00:00,2002-07-30T00:00:00
שלמה בניזרי,,,2002-06-03T00:00:00,2003-02-17T00:00:00
אליהו ישי,,,2002-06-03T00:00:00,2003-02-17T00:00:00
נסים דהן,,,2002-06-03T00:00:00,2003-02-17T00:00:00
דוד אזולאי,,,2002-06-03T00:00:00,2003-02-17T00:00:00
יצחק וקנין,,,2002-06-03T00:00:00,2003-02-17T00:00:00
יצחק כהן,,,2002-06-03T00:00:00,2003-02-17T00:00:00
משולם נהרי,,,2002-06-03T00:00:00,2003-02-17T00:00:00
אריאל שרון,,,2002-03-14T00:00:00,2002-09-18T00:00:00
אריאל שרון,,,2002-03-14T00:00:00,2002-09-18T00:00:00
סופה לנדבר,,,2002-08-12T00:00:00,2002-11-02T00:00:00
ויצמן שירי,,,2002-08-12T00:00:00,2002-11-02T00:00:00
יולי יואל אדלשטיין,,,2001-03-12T00:00:00,2003-02-17T00:00:00
צחי הנגבי,,,2001-03-07T00:00:00,2003-02-17T00:00:00
לימור לבנת,,,2001-03-07T00:00:00,2003-02-17T00:00:00
יצחק לוי,,,2002-09-18T00:00:00,2003-02-17T00:00:00
עוזי לנדאו,,,2001-03-07T00:00:00,2003-02-17T00:00:00
דן מרידור,,,2001-08-29T00:00:00,2003-02-17T00:00:00
גדעון עזרא,,,2001-03-13T00:00:00,2003-02-17T00:00:00
מאיר פרוש,,,2001-07-24T00:00:00,2003-02-17T00:00:00
אברהם רביץ,,,2002-07-24T00:00:00,2003-02-17T00:00:00
ראובן ריבלין,,,2001-03-07T00:00:00,2003-02-17T00:00:00
אריאל שרון,,,2001-03-07T00:00:00,2003-02-17T00:00:00
נתן שרנסקי,,,2001-03-07T00:00:00,2003-02-17T00:00:00
שאול מופז,,,2002-11-04T00:00:00,2003-02-17T00:00:00
בנימין נתניהו,,,2002-11-06T00:00:00,2003-02-17T00:00:00
שאול מופז,,,2003-02-27T00:00:00,2006-04-17T00:00:00
אשר אוחנה,,,2003-02-17T00:00:00,2003-02-27T00:00:00
יצחק לוי,,,2003-03-24T00:00:00,2004-06-10T00:00:00
יעקב אדרי,,,2003-03-10T00:00:00,2004-09-06T00:00:00
זאב בוים,,,2003-03-05T00:00:00,2006-01-18T00:00:00
ויקטור בריילובסקי,,,2003-03-05T00:00:00,2004-11-29T00:00:00
צבי הנדל,,,2003-03-05T00:00:00,2004-06-06T00:00:00
מיכאל רצון,,,2003-03-05T00:00:00,2003-03-23T00:00:00
אריאל שרון,,,2003-02-27T00:00:00,2006-01-04T00:00:00
אריאל שרון,,,2003-02-27T00:00:00,2003-09-29T00:00:00
אהוד אולמרט,,,2003-02-27T00:00:00,2003-03-23T00:00:00
יוסף (טומי) לפיד,,,2003-02-27T00:00:00,2004-12-04T00:00:00
סילבן שלום,,,2003-02-27T00:00:00,2006-01-15T00:00:00
זבולון אורלב,,,2003-03-03T00:00:00,2003-03-23T00:00:00
אפי איתם,,,2003-03-03T00:00:00,2004-06-10T00:00:00
בנימין אלון,,,2003-02-27T00:00:00,2004-06-06T00:00:00
צחי הנגבי,,,2003-02-27T00:00:00,2004-09-06T00:00:00
אליעזר זנדברג,,,2003-02-27T00:00:00,2004-07-19T00:00:00
ישראל כץ,,,2003-02-27T00:00:00,2006-01-15T00:00:00
לימור לבנת,,,2003-02-27T00:00:00,2006-01-15T00:00:00
אביגדור ליברמן,,,2003-02-27T00:00:00,2004-06-06T00:00:00
עוזי לנדאו,,,2003-02-27T00:00:00,2004-10-28T00:00:00
יהודית נאות,,,2003-02-27T00:00:00,2004-10-19T00:00:00
דני נוה,,,2003-02-27T00:00:00,2006-01-15T00:00:00
בנימין נתניהו,,,2003-02-27T00:00:00,2005-08-09T00:00:00
אברהם פורז,,,2003-02-27T00:00:00,2004-12-04T00:00:00
יוסף יצחק פריצקי,,,2003-02-27T00:00:00,2004-07-13T00:00:00
אהוד אולמרט,,,2003-02-27T00:00:00,2006-04-14T00:00:00
מאיר שטרית,,,2004-08-31T00:00:00,2005-07-17T00:00:00
ציפי לבני,,,2004-08-31T00:00:00,2005-01-10T00:00:00
אריאל שרון,,,2004-06-10T00:00:00,2004-07-05T00:00:00
אריאל שרון,,,2004-06-06T00:00:00,2004-07-05T00:00:00
אריאל שרון,,,2004-06-06T00:00:00,2004-07-05T00:00:00
מאיר שטרית,,,2003-02-27T00:00:00,2004-07-05T00:00:00
ציפי לבני,,,2003-02-27T00:00:00,2006-04-17T00:00:00
אליעזר זנדברג,,,2004-07-19T00:00:00,2004-12-04T00:00:00
אילן שלגי,,,2004-07-19T00:00:00,2004-11-29T00:00:00
אהוד אולמרט,,,2003-09-29T00:00:00,2005-01-10T00:00:00
גדעון עזרא,,,2004-09-06T00:00:00,2004-11-29T00:00:00
יעקב אדרי,,,2004-10-11T00:00:00,2006-01-18T00:00:00
אילן שלגי,,,2004-10-19T00:00:00,2004-11-29T00:00:00
אהוד אולמרט,,,2003-03-23T00:00:00,2006-04-17T00:00:00
גדעון עזרא,,,2004-11-29T00:00:00,2006-04-17T00:00:00
ויקטור בריילובסקי,,,2004-11-29T00:00:00,2004-12-04T00:00:00
אריאל שרון,,,2004-12-04T00:00:00,2004-12-06T00:00:00
אריאל שרון,,,2004-12-04T00:00:00,2005-01-10T00:00:00
אריאל שרון,,,2004-12-04T00:00:00,2005-01-10T00:00:00
אריאל שרון,,,2004-12-04T00:00:00,2005-01-10T00:00:00
ציפי לבני,,,2004-12-06T00:00:00,2005-01-10T00:00:00
אריאל שרון,,,2004-12-04T00:00:00,2005-01-10T00:00:00
אריאל שרון,,,2005-11-23T00:00:00,2006-01-04T00:00:00
אריאל שרון,,,2005-01-10T00:00:00,2005-08-28T00:00:00
דליה איציק,,,2005-01-10T00:00:00,2005-11-23T00:00:00
ציפי לבני,,,2005-01-10T00:00:00,2006-04-17T00:00:00
יצחק הרצוג,,,2005-01-10T00:00:00,2005-11-23T00:00:00
אברהם הירשזון,,,2005-01-10T00:00:00,2006-04-17T00:00:00
שמעון פרס,,,2005-01-10T00:00:00,2005-11-23T00:00:00
אופיר פינס-פז,,,2005-01-10T00:00:00,2005-11-23T00:00:00
בנימין בן-אליעזר,,,2005-01-10T00:00:00,2005-11-23T00:00:00
אילן שלגי,,,2004-11-29T00:00:00,2004-12-04T00:00:00
גדעון עזרא,,,2004-07-05T00:00:00,2004-08-31T00:00:00
אריאל שרון,,,2004-07-13T00:00:00,2004-07-19T00:00:00
שלום שמחון,,,2005-01-10T00:00:00,2005-11-23T00:00:00
אורית נוקד,,,2005-01-11T00:00:00,2005-11-23T00:00:00
אלי בן-מנחם,,,2005-01-11T00:00:00,2005-11-23T00:00:00
מיכאל מלכיאור,,,2005-01-11T00:00:00,2005-06-20T00:00:00
יצחק הרצוג,,,2006-05-04T00:00:00,2007-03-21T00:00:00
גדעון עזרא,,,2003-03-04T00:00:00,2004-09-06T00:00:00
מיכאל איתן,,,1997-07-09T00:00:00,1998-07-09T00:00:00
גונן שגב,,,1995-01-09T00:00:00,1995-11-22T00:00:00
גונן שגב,,,1995-11-22T00:00:00,1996-06-17T00:00:00
אריה דולצ'ין,,,1969-12-15T00:00:00,1970-08-06T00:00:00
ישראל כץ,,,1977-10-24T00:00:00,1981-07-20T00:00:00
יעקב מאיר גרי,,,1950-11-01T00:00:00,1951-08-20T00:00:00
אהוד ברק,,,1995-11-22T00:00:00,1996-06-17T00:00:00
אהוד ברק,,,1995-07-18T00:00:00,1995-11-22T00:00:00
יהודה עמיטל,,,1995-11-22T00:00:00,1996-06-17T00:00:00
יולי יואל אדלשטיין,,,1996-06-18T00:00:00,1999-06-07T00:00:00
אליהו ישי,,,1996-06-18T00:00:00,1999-06-07T00:00:00
מאיר פרוש,,,1996-06-24T00:00:00,1999-06-07T00:00:00
אליהו סויסה,,,1996-06-18T00:00:00,1999-06-07T00:00:00
משה פלד,,,1996-07-08T00:00:00,1998-01-20T00:00:00
אביגדור קהלני,,,1996-06-18T00:00:00,1999-06-07T00:00:00
משה שרת,,,1951-10-08T00:00:00,1952-12-24T00:00:00
משה שרת,,,1952-12-24T00:00:00,1954-01-26T00:00:00
משה שרת,,,1954-01-26T00:00:00,1955-06-29T00:00:00
משה שרת,,,1955-06-29T00:00:00,1955-08-15T00:00:00
משה שרת,,,1955-11-03T00:00:00,1956-06-19T00:00:00
אליהו ששון,,,1967-01-02T00:00:00,1969-03-17T00:00:00
אליהו ששון,,,1961-11-02T00:00:00,1963-06-26T00:00:00
אליהו ששון,,,1963-06-26T00:00:00,1964-12-22T00:00:00
אליהו ששון,,,1964-12-22T00:00:00,1965-11-22T00:00:00
אליהו ששון,,,1966-01-12T00:00:00,1967-01-02T00:00:00
שלמה בניזרי,,,1996-08-13T00:00:00,1996-11-12T00:00:00
אלכס גולדפרב,,,1995-01-02T00:00:00,1995-11-22T00:00:00
אלכס גולדפרב,,,1995-11-27T00:00:00,1996-06-17T00:00:00
מאשה לובלסקי,,,1992-08-04T00:00:00,1995-11-22T00:00:00
מאשה לובלסקי,,,1995-11-22T00:00:00,1996-06-17T00:00:00
משה מאיה,,,1992-07-29T00:00:00,1993-05-19T00:00:00
אפרים סנה,,,1994-06-01T00:00:00,1995-11-22T00:00:00
אפרים סנה,,,1995-11-22T00:00:00,1996-06-17T00:00:00
משה שרת,,,1950-11-01T00:00:00,1951-08-20T00:00:00
חיים משה שפירא,,,1963-06-26T00:00:00,1964-12-22T00:00:00
חיים משה שפירא,,,1964-12-22T00:00:00,1965-11-22T00:00:00
חיים משה שפירא,,,1966-01-12T00:00:00,1969-03-17T00:00:00
חיים משה שפירא,,,1948-05-14T00:00:00,1949-02-14T00:00:00
חיים משה שפירא,,,1949-03-22T00:00:00,1950-11-01T00:00:00
חיים משה שפירא,,,1950-11-01T00:00:00,1951-08-20T00:00:00
חיים משה שפירא,,,1961-11-02T00:00:00,1963-06-26T00:00:00
חיים משה שפירא,,,1963-06-26T00:00:00,1964-12-22T00:00:00
חיים משה שפירא,,,1964-12-22T00:00:00,1965-11-22T00:00:00
חיים משה שפירא,,,1954-01-26T00:00:00,1955-06-29T00:00:00
חיים משה שפירא,,,1955-06-29T00:00:00,1955-08-15T00:00:00
חיים משה שפירא,,,1955-11-03T00:00:00,1958-01-07T00:00:00
חיים משה שפירא,,,1958-01-07T00:00:00,1958-07-01T00:00:00
חיים משה שפירא,,,1951-10-08T00:00:00,1952-12-24T00:00:00
חיים משה שפירא,,,1954-01-26T00:00:00,1955-06-29T00:00:00
חיים משה שפירא,,,1955-06-29T00:00:00,1955-08-15T00:00:00
חיים משה שפירא,,,1955-11-03T00:00:00,1958-01-07T00:00:00
זאב שרף,,,1968-08-05T00:00:00,1969-03-17T00:00:00
זאב שרף,,,1969-03-17T00:00:00,1969-11-17T00:00:00
זאב שרף,,,1966-11-22T00:00:00,1969-03-17T00:00:00
זאב שרף,,,1969-03-17T00:00:00,1969-11-17T00:00:00
משה שרת,,,1954-01-26T00:00:00,1955-06-29T00:00:00
משה שרת,,,1955-06-29T00:00:00,1955-08-15T00:00:00
משה שרת,,,1948-05-14T00:00:00,1949-02-14T00:00:00
חיים משה שפירא,,,1961-11-02T00:00:00,1963-06-26T00:00:00
זלמן שזר,,,1949-03-10T00:00:00,1950-11-01T00:00:00
בנימין שחור,,,1969-03-17T00:00:00,1969-11-17T00:00:00
בכור-שלום שיטרית,,,1948-05-14T00:00:00,1949-02-14T00:00:00
בכור-שלום שיטרית,,,1949-03-10T00:00:00,1950-11-01T00:00:00
בכור-שלום שיטרית,,,1950-11-01T00:00:00,1951-08-20T00:00:00
בכור-שלום שיטרית,,,1951-10-08T00:00:00,1952-12-24T00:00:00
בכור-שלום שיטרית,,,1952-12-24T00:00:00,1954-01-26T00:00:00
בכור-שלום שיטרית,,,1955-11-03T00:00:00,1958-01-07T00:00:00
בכור-שלום שיטרית,,,1958-01-07T00:00:00,1959-11-30T00:00:00
בכור-שלום שיטרית,,,1959-12-17T00:00:00,1961-09-04T00:00:00
בכור-שלום שיטרית,,,1961-11-02T00:00:00,1963-06-26T00:00:00
בכור-שלום שיטרית,,,1963-06-26T00:00:00,1964-12-22T00:00:00
בכור-שלום שיטרית,,,1964-12-22T00:00:00,1965-11-22T00:00:00
בכור-שלום שיטרית,,,1966-01-12T00:00:00,1967-01-02T00:00:00
דוד שיפמן,,,1981-08-11T00:00:00,1982-10-18T00:00:00
אורי אור,,,1995-11-27T00:00:00,1996-06-17T00:00:00
יעקב-שמשון שפירא,,,1969-12-15T00:00:00,1972-06-13T00:00:00
חיים משה שפירא,,,1948-05-14T00:00:00,1949-02-14T00:00:00
חיים משה שפירא,,,1950-11-01T00:00:00,1951-08-20T00:00:00
חיים משה שפירא,,,1950-11-01T00:00:00,1951-08-20T00:00:00
חיים משה שפירא,,,1951-10-08T00:00:00,1952-12-24T00:00:00
חיים משה שפירא,,,1955-06-29T00:00:00,1955-08-15T00:00:00
יצחק רפאל,,,1964-12-23T00:00:00,1965-03-22T00:00:00
משה קול,,,1966-01-12T00:00:00,1969-03-17T00:00:00
משה קול,,,1969-12-15T00:00:00,1974-01-21T00:00:00
משה קול,,,1974-03-10T00:00:00,1974-06-03T00:00:00
משה קול,,,1974-06-03T00:00:00,1977-06-13T00:00:00
משה קול,,,1966-01-12T00:00:00,1969-03-17T00:00:00
אליעזר קפלן,,,1952-06-25T00:00:00,1952-07-13T00:00:00
אליעזר קפלן,,,1948-05-14T00:00:00,1949-02-14T00:00:00
אליעזר קפלן,,,1949-03-10T00:00:00,1950-11-01T00:00:00
אליעזר קפלן,,,1950-11-01T00:00:00,1951-08-20T00:00:00
אליעזר קפלן,,,1951-10-08T00:00:00,1952-06-25T00:00:00
אליעזר קפלן,,,1949-03-22T00:00:00,1950-11-01T00:00:00
אליעזר קפלן,,,1952-06-25T00:00:00,1952-07-13T00:00:00
יהושע רבינוביץ,,,1974-06-03T00:00:00,1977-06-13T00:00:00
יהושע רבינוביץ,,,1974-03-10T00:00:00,1974-06-03T00:00:00
פנחס רוזן,,,1949-03-10T00:00:00,1950-11-01T00:00:00
פנחס רוזן,,,1950-11-01T00:00:00,1951-08-20T00:00:00
פנחס רוזן,,,1952-12-24T00:00:00,1954-01-26T00:00:00
פנחס רוזן,,,1954-02-01T00:00:00,1955-06-29T00:00:00
פנחס רוזן,,,1955-06-29T00:00:00,1955-08-15T00:00:00
פנחס רוזן,,,1955-11-03T00:00:00,1956-02-13T00:00:00
פנחס רוזן,,,1958-01-07T00:00:00,1959-11-30T00:00:00
פנחס רוזן,,,1959-12-17T00:00:00,1961-09-04T00:00:00
שלמה רוזן,,,1974-03-10T00:00:00,1974-06-03T00:00:00
שלמה רוזן,,,1974-06-03T00:00:00,1977-06-13T00:00:00
ישראל רוקח,,,1952-12-24T00:00:00,1954-01-26T00:00:00
ישראל רוקח,,,1954-01-26T00:00:00,1955-06-29T00:00:00
דוד רמז,,,1950-11-01T00:00:00,1951-05-19T00:00:00
דוד רמז,,,1948-05-14T00:00:00,1949-02-14T00:00:00
דוד רמז,,,1949-03-10T00:00:00,1950-11-01T00:00:00
יצחק רפאל,,,1974-03-10T00:00:00,1974-06-03T00:00:00
מרדכי צפורי-הנדין,,,1977-06-28T00:00:00,1980-05-28T00:00:00
אהרן ציזלינג,,,1948-05-14T00:00:00,1949-02-14T00:00:00
יוסף ספיר,,,1952-12-29T00:00:00,1954-01-26T00:00:00
יוסף ספיר,,,1954-01-26T00:00:00,1955-06-29T00:00:00
יוסף ספיר,,,1969-12-15T00:00:00,1970-08-06T00:00:00
פנחס ספיר,,,1968-08-05T00:00:00,1969-03-17T00:00:00
פנחס ספיר,,,1963-06-26T00:00:00,1964-12-22T00:00:00
פנחס ספיר,,,1964-12-22T00:00:00,1965-11-22T00:00:00
פנחס ספיר,,,1966-01-12T00:00:00,1968-08-05T00:00:00
פנחס ספיר,,,1969-12-15T00:00:00,1974-01-21T00:00:00
פנחס ספיר,,,1959-12-17T00:00:00,1961-09-04T00:00:00
פנחס ספיר,,,1961-11-02T00:00:00,1963-06-26T00:00:00
פנחס ספיר,,,1963-06-26T00:00:00,1964-12-22T00:00:00
פנחס ספיר,,,1970-09-01T00:00:00,1972-03-06T00:00:00
יוסף סרלין,,,1952-12-29T00:00:00,1954-01-26T00:00:00
יוסף סרלין,,,1954-01-26T00:00:00,1955-06-29T00:00:00
נתן פלד,,,1970-07-27T00:00:00,1974-01-21T00:00:00
דוד-צבי פנקס,,,1951-10-08T00:00:00,1952-08-14T00:00:00
חיים יוסף צדוק,,,1974-03-10T00:00:00,1974-06-03T00:00:00
חיים יוסף צדוק,,,1974-06-03T00:00:00,1977-06-13T00:00:00
חיים יוסף צדוק,,,1965-05-25T00:00:00,1965-11-22T00:00:00
חיים יוסף צדוק,,,1966-01-12T00:00:00,1966-11-22T00:00:00
חיים יוסף צדוק,,,1965-05-25T00:00:00,1965-11-22T00:00:00
חיים יוסף צדוק,,,1974-06-03T00:00:00,1974-10-30T00:00:00
מרדכי צפורי-הנדין,,,1981-08-05T00:00:00,1983-10-10T00:00:00
יוסף ספיר,,,1967-06-05T00:00:00,1969-03-17T00:00:00
יוסף ספיר,,,1969-03-17T00:00:00,1969-11-17T00:00:00
גולדה מאיר,,,1959-12-17T00:00:00,1961-09-04T00:00:00
גולדה מאיר,,,1961-11-02T00:00:00,1963-06-26T00:00:00
גולדה מאיר,,,1963-06-26T00:00:00,1964-12-22T00:00:00
גולדה מאיר,,,1964-12-22T00:00:00,1965-11-22T00:00:00
גולדה מאיר,,,1950-11-01T00:00:00,1951-08-20T00:00:00
גולדה מאיר,,,1951-10-08T00:00:00,1952-12-24T00:00:00
גולדה מאיר,,,1952-12-24T00:00:00,1954-01-26T00:00:00
גולדה מאיר,,,1954-01-26T00:00:00,1955-06-29T00:00:00
גולדה מאיר,,,1955-06-29T00:00:00,1955-08-15T00:00:00
לימור לבנת,,,1996-06-18T00:00:00,1999-06-07T00:00:00
יהודה לייב מימון,,,1950-11-01T00:00:00,1951-08-20T00:00:00
יהודה לייב מימון,,,1949-03-10T00:00:00,1950-11-01T00:00:00
יהודה לייב מימון,,,1950-11-01T00:00:00,1951-08-20T00:00:00
יעקב מרידור,,,1981-08-05T00:00:00,1983-10-10T00:00:00
מרדכי נמיר,,,1956-06-19T00:00:00,1958-01-07T00:00:00
מרדכי נמיר,,,1958-01-07T00:00:00,1959-11-30T00:00:00
פרץ נפתלי,,,1951-10-08T00:00:00,1952-06-25T00:00:00
פרץ נפתלי,,,1955-11-03T00:00:00,1958-01-07T00:00:00
פרץ נפתלי,,,1958-01-07T00:00:00,1959-01-26T00:00:00
פרץ נפתלי,,,1955-06-29T00:00:00,1955-08-15T00:00:00
פרץ נפתלי,,,1955-06-29T00:00:00,1955-08-15T00:00:00
אהרן יריב,,,1974-03-10T00:00:00,1974-06-03T00:00:00
אהרן יריב,,,1974-06-03T00:00:00,1975-02-04T00:00:00
ישראל ישעיהו-שרעבי,,,1967-01-02T00:00:00,1969-03-17T00:00:00
ישראל ישעיהו-שרעבי,,,1969-03-17T00:00:00,1969-11-17T00:00:00
משה כרמל,,,1965-05-31T00:00:00,1965-11-22T00:00:00
משה כרמל,,,1966-01-12T00:00:00,1969-03-17T00:00:00
פנחס לבון,,,1952-08-18T00:00:00,1952-12-24T00:00:00
פנחס לבון,,,1952-12-24T00:00:00,1954-01-26T00:00:00
פנחס לבון,,,1954-01-26T00:00:00,1955-02-21T00:00:00
פנחס לבון,,,1950-11-01T00:00:00,1951-08-20T00:00:00
יצחק-מאיר לוין,,,1948-05-14T00:00:00,1949-02-14T00:00:00
יצחק-מאיר לוין,,,1949-03-10T00:00:00,1950-11-01T00:00:00
יצחק-מאיר לוין,,,1950-11-01T00:00:00,1951-08-20T00:00:00
יצחק-מאיר לוין,,,1951-10-08T00:00:00,1952-09-18T00:00:00
חיים לנדאו,,,1978-01-10T00:00:00,1979-01-15T00:00:00
חיים לנדאו,,,1979-01-15T00:00:00,1981-07-20T00:00:00
חיים לנדאו,,,1969-12-15T00:00:00,1970-08-06T00:00:00
גולדה מאיר,,,1969-03-17T00:00:00,1969-11-17T00:00:00
גולדה מאיר,,,1969-12-15T00:00:00,1974-01-21T00:00:00
גיורא יוספטל,,,1959-12-17T00:00:00,1961-09-04T00:00:00
גיורא יוספטל,,,1961-11-02T00:00:00,1962-08-23T00:00:00
זרח ורהפטיג,,,1961-11-02T00:00:00,1963-06-26T00:00:00
זרח ורהפטיג,,,1963-06-26T00:00:00,1964-12-22T00:00:00
זרח ורהפטיג,,,1964-12-22T00:00:00,1965-11-22T00:00:00
זרח ורהפטיג,,,1966-01-12T00:00:00,1969-03-17T00:00:00
